Domain,Sub Domain,Product Name,Product Link,Review,Aspect1,Aspect2,Aspect3,Aspect4
Lipstick,Nykaa Fashion,nykaa-paintstix-lipstick,https://www.nykaa.com/nykaa-paintstix-lipstick/p/114009?productId=114009&pps=1&skuId=1124804,"""So smooth and soft!"" This is my first nykaa paintstix.. And I'm loving it. It's soft smooth and has a very good pigmentation. It'll glide on your lips and is not at all dry.",Nude,Mousse,Glossy,Full Coverage
Lipstick,Nykaa Fashion,nykaa-paintstix-lipstick,https://www.nykaa.com/nykaa-paintstix-lipstick/p/114009?productId=114009&pps=1&skuId=1124804,"""Good product"" I just try it this is so good this is my go to shade now I just love nykaa's this collection",Nude,Mousse,Glossy,Full Coverage
Lipstick,Nykaa Fashion,nykaa-paintstix-lipstick,https://www.nykaa.com/nykaa-paintstix-lipstick/p/114009?productId=114009&pps=1&skuId=1124804,"""Thankyou ❤️nyka"" The pigmentation is superb, matte finish, very cute brand , The scent slightly irritates for a few seconds but the product is absolutely the best ♥️🙂 dnt think so much jst g...Read More",Nude,Mousse,Glossy,Full Coverage
Lipstick,Nykaa Fashion,nykaa-paintstix-lipstick,https://www.nykaa.com/nykaa-paintstix-lipstick/p/114009?productId=114009&pps=1&skuId=1124804,"""Average product"" It’s good but it’s not long lasting",Nude,Mousse,Glossy,Full Coverage
Lipstick,Nykaa Fashion,nykaa-paintstix-lipstick,https://www.nykaa.com/nykaa-paintstix-lipstick/p/114009?productId=114009&pps=1&skuId=1124804,"""Shade 18 sweet honeymoon"" Amazing I just loved the colour.",Nude,Mousse,Glossy,Full Coverage
Lipstick,Nykaa Fashion,nykaa-paintstix-lipstick,https://www.nykaa.com/nykaa-paintstix-lipstick/p/114009?productId=114009&pps=1&skuId=1124804,"""Love the colour"" It is a very comfortable matte lipstick. Has a satin finish. Compared to so matte range, it is matte. The colour is mid toned neutral brown. Will suit light to medium skin to...Read More",Nude,Mousse,Glossy,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Nice shade"" Nice shade",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Nice shade"" Nice shade",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""A beautiful nude shade"" Loreal has this best range of lipsticks which suits all type of Indian skin tones. A must buy lip shade which is all you need for your everyday look 😍",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Simply beautiful 😍"" In love with this shade ❤️ A must buy lipstick which suits all skin tones.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""I Lead - a beautiful red terracotta kinda colour"" This lipstick spells luxury. Highly one swipe pigmentation. Its awesome❤️❤️ loved the reddish terracotta kind a hues on my skin tone. I think it will suit all skin tones. Go...Read More",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Win"" Just an awesome product",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Beautiful Red"" Gorgeous color.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Looks amazing"" The color is very pretty and it stays for a good amount of time.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Good"" It’s somewhere between maroon with hints of brown unique shade",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""L’oreal lpstick!"" Amazing shade, amazing pigmentation. Only thing is that it is not so long lasting. 9/10 for this range of lipsticks by loreal.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Lipstick"" The Best Creme Lipstick so Smooth nd Looks do Beautiful on Indian skin tones.. My mumma loves it. definitely purchasing other shades!!",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""By far the best brown lipstick"" Best shade for brown girls , feels awesome on the lips and the color payoff is very good",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Very sleek and beautiful"" Tube packaging is very sleek a collector piece for lipstick hoarder like me It's very similar to mac powder kiss lippies not transfer proof.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Naked Hawthorn 611"" Brownish orange shade. Pretty nude shade. Quite similar to Loreal Rock on Fire.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Superb"" Loreal nevr disappoints!!!! Jus superbbbbbbb.... go for it grls..without ny hesitation.  Perfect nude..brown, smooth and sleek...",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Not enough shades have been launched"" After watching the rate reviews from beauty youtubers all across the globe, i was very interested to pick a color. The first issue was the fact that the shade names didn't ma...Read More",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Pretty but too dark for nude"" Though the colour is pretty but it is more towards crimson and not even close to being nude. Too dark for office wear.",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Fab"" I just tried this today ..it was super awesome..did dry my lips and had a decent lasting Power..the best part it looks so luxurious",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Color is very deceitful"" Color looks like a cool tone brown but it is a full on ginger brown lip color. Will suit mostly fair to light medium skin tones",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Color Riche from L'Oreal"" Nice lipstick though the price is too high. Glides smoothly on the lips and the color payoff is superb. But it's not smudge proof, which is a disappointment,  and also I didn...Read More",Orange,Stick,Matte,Full Coverage
Lipstick,L'Oreal Paris,l-oreal-paris-color-riche-intense-volume-matte-lipstick,https://www.nykaa.com/l-oreal-paris-color-riche-intense-volume-matte-lipstick/p/10501192?productId=10501192&skuId=10501188&pps=1,"""Fine"" The lipstick is really good but the colour is not the colour here, it is quite different",Orange,Stick,Matte,Full Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Super"" Its very good",Beige,Liquid,Natural,Medium Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Super"" Its very good",Beige,Liquid,Natural,Medium Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Nice"" Good price very nice products and good quality and good I like it very much thanks for support me ❤️❤️
Very nice products very nice delivery boy service my favorite product...Read More",Beige,Liquid,Natural,Medium Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Good"" It's the best one for college going teens. It stays put through India's humidity (if you seal it with a nice compact or loose powder), giving a glowing, flawless finish.",Beige,Liquid,Natural,Medium Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Great for indian skin tone"" So good.and it is suitable color for indian skin.if your skin tone is between wheatish and not so dark,without any doubt purchase it.Natural beige.( applicator is not availab...Read More",Beige,Liquid,Natural,Medium Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Wow"" Wow,such a nice product...go for it",Beige,Liquid,Natural,Medium Coverage
Foundation,Lakme,lakme-perfect-liquid-foundation,https://www.nykaa.com/lakme-perfect-liquid-foundation/p/8049844?productId=8049844&skuId=8032455&pps=1,"""Ok"" Ok product",Beige,Liquid,Natural,Medium Coverage
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Good"" Good product, gives you a natural glowing skin. Very good for everyone make up.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Good"" Good product, gives you a natural glowing skin. Very good for everyone make up.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Prefect tint with SPF"" The highlight of this product is it's spf 50. It blends into your skin and is light weight. Definitely preferred than BB cream. Sheer coverage.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Best foundation ever"" It's cover amazing with my skin tone. Go for it girls.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Maybelline skin tint is love"" Amazing replacement for foundation",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Maybelline"" Medium coverage Good for everyday makeup",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Best skin tint look so natural"" Must have in vanity",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Tint shade 1"" This is ready to go face tint for everyday use. Super matte. Easy to apply.  But this shade doesn't match my skin tone so i order shade 5 and mix it. And it's perfect shade f...Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Very nice"" Perfect for everyday makeup, watch detail video on my youtube channel- Divas Glam By Shobha",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""A miracle!!!"" First i was sceptical about the fit me tint, i was not sure because some reviews said it leaves a white cast, but then i gave it a try and it was amazing like it blended in m...Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Awesome product"" It's light coverage product. Could be used for daily purpose. Would surely go for this if trying to avoid heavy foundation . Doesn't oxidizes easily. Highly recommend it for...Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Maybelline Fresh Tint"" If you're looking for a dewy tint, this is not it.
This has a soft Matte finish and a medium coverage (could be built up a little) but gives a bright glow and Vit C obviousl...Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""One of the best tints for winters"" I’m in love with this skin tint since I got my hands on this product.. if you love no makeup looks then trust me this skin tint is going to be your best friend specially if y...Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Face tint"" In love with this product. It's so natural on skin. I don't like to apply foundation but this tint made my life easy.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Shade 01"" Perfect for yellow undertone...blend amazingly leaving no white cast...boom for daily wear ..give a nice dewy look. And has spf 50+
Comes in a squeeze bottle which make is e...Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Best for natural make-up"" Doesn't feel heavy. For everyday use. Suitable for warm undertones.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Perfectly fit"" Shake well n don't rub it just dab it to blend it. Shade 05 has a slight pink undertone so I thought may b it wont fit but somehow it worked on me as I have yellow undertone.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Tint"" This tint is amazing on your skin it feels so light",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""A good medium coverage foundation."" This foundation works really well for oily skin. It has medium coverage and stays for a long time. There is a bit of creasing that happens but it’s nothing obvious or bad....Read More",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Good."" It's a very good shade match for my skin. It's light weight and suitable for everyday use.",Brown,Cream,Natural,Sheer
Foundation,Maybelline New York,maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c,https://www.nykaa.com/maybelline-new-york-fit-me-fresh-tint-with-spf-50-vitamin-c/p/8503569?productId=8503569&skuId=12209505&pps=1,"""Amazing skin tint"" This is very good for daily use. If your someone who doesn't like foundation, this is ideal. It gives a soft matte finish and brighten up the skin. The spf 50 is plus point a...Read More",Brown,Cream,Natural,Sheer
Foundation,M.A.C,m-a-c-studio-radiance-serum-poweredtm-foundation,https://www.nykaa.com/m-a-c-studio-radiance-serum-poweredtm-foundation/p/12161488?productId=12161488&skuId=12161470&pps=1,"""Most fav"" Finally I got this 😍😍😍now its my 1st choice ever",Nude,Liquid,Luminous Radiant,Full Coverage
Foundation,M.A.C,m-a-c-studio-radiance-serum-poweredtm-foundation,https://www.nykaa.com/m-a-c-studio-radiance-serum-poweredtm-foundation/p/12161488?productId=12161488&skuId=12161470&pps=1,"""Most fav"" Finally I got this 😍😍😍now its my 1st choice ever",Nude,Liquid,Luminous Radiant,Full Coverage
Foundation,M.A.C,m-a-c-studio-radiance-serum-poweredtm-foundation,https://www.nykaa.com/m-a-c-studio-radiance-serum-poweredtm-foundation/p/12161488?productId=12161488&skuId=12161470&pps=1,"""Very lightweight on skin"" It is very nice. Felt very light on skin. Felt skin light. It gives a dewy finish.
Nykaa shade card told me go for nc20 for nc35 studio fix but website said nc35 for nc35 and...Read More",Nude,Liquid,Luminous Radiant,Full Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Too good"" This foundation exactly like Maybelline fit me.. it's give you matte finish and coverage is medium..I am medium skin tone with yellow undertone and the shade beige 06 is suit me .. so if you wanna buy it then definitely go for it..I love this foundation..and yeah in pac hd foundation I am in shade 2.5..",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Too good"" This foundation exactly like Maybelline fit me.. it's give you matte finish and coverage is medium..I am medium skin tone with yellow undertone and the shade beige 06 is suit...Read More",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Nice"" Color is true to pic, I love the foundation quality and pay off its very light on skin, loved it it’s too dark for me i am on NC 45 so I will mix it with some light foundatio...Read More",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Satisfy"" Easy to Apply
No patches 
Love it
Give instant look",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Olive 08"" Looks very natural, a little goes a long way for me as it is a buildable foundation. The shade match is pretty good even if not exact.",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Beautiful finish"" This is a great foundation!! Super skinlike finish. Only problem was i had difficulty finding my shade. But highly recommend this if you can find your shade
Comes with a pump!!",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Good"" Thanks Nykaa  😘
Very nice smooth foundation for all skin type.",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Nykaa foundation"" Good product",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Nice."" This shade is cashew-03, its good for fair neutral skin tone. Its a Perfect shade for me and also stays long.",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Beautiful foundation"" It's so beautiful it's soft matte and I love it the coverage The Shade is not perfect for me even though beautiful. Will get a share or two light in this but amazing formulation",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Olive 08"" Its a good shade for medium skin with yellow undertone. Not too light and not too dark. Good for oily skin",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Perfect shade for Medium fair skin tone"" Wow I just loved the shade, it's so light weight,minimal coverage but yes buildable . If you use Maybelline 128 so this is your shade in NYKAA. And in the pic i use this foun...Read More",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Mocha 11"" This shade is best for NC45 ! Loved it",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Just Amazing 😍😍"" Love love love the foundation.... Its super easy to blend and gives a flawless finish to your skin... At such price range its absolutely beautiful foundation... I'm NC 42 in...Read More",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Great"" Great product 👌 just suited my complexion i have been looking for dupe of mac .
This my 2nd time cashew 03, it's awesome",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Loved it 💛"" Formula just awesome ... It's bland into your skin like dream.... If your shade is NC45 then it's your perfect match... I have NC44.5 so it's little bit dark... So I used wit...Read More",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Foundation beige06"" Texture is soo smooth on skin .....love the shade .....nic...go for it ....love it",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Wonderful"" Finally i got my type shade and so happy about it. It gives a natural finish and stays long... just loved it",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Shade cashew"" Best ever foundation I've used till now ,Seems like second skin and blends so well and doesn't make my skin cakey at all!",Beige,Liquid,Matte,Medium Coverage
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Good"" This foundation is for daily use. It's has medium coverage but it buildevel. you can build it up.",Beige,Liquid,Matte,Medium Coverage
